ROVEMA BANK - PRODUTO VERDIO - CADASTRO DE VEÍCULOS,,,,,,,,,,,,,,,
ID_cliente (*),Cliente/Unidade,Localidade ou Departamento,Segmento (*),Placa (*),Chassi (*),Renavam,Marca (*),Modelo (*),Ano Modelo (*),Ano de Fabricação (*),Combustível (*),Cor  (*),Origem de Veículo (*),Tanque de Combustivel (*),Mes Licenciamento (*)
